date_time,Jerusalem_Bar_Ilan,TLV_Yehuda_Hamacabi,Bnei_Brak_Jabotinsky,Bnei_brak_highway4,Rishon_Herzl,Ranana_Ahuza,Haifa_downtown,Haifa_Hadar,Haifa_Horev,TLV_Levinsky
42521,0.3,0.1,0.4,0.6,0.2,0.4,0.3,NoData,NoData,NoData
42522,0.3,0.2,0.5,0.7,0.2,0.5,0.3,NoData,NoData,NoData
42523,0.4,0.2,0.7,0.7,0.2,0.5,0.3,NoData,NoData,NoData
42524,0.4,0.3,0.7,0.8,0.2,0.5,0.3,NoData,NoData,NoData
42525,0.5,0.5,0.7,0.8,0.3,0.6,0.4,NoData,NoData,NoData
42526,0.2,0.4,0.5,0.8,0.2,0.5,0.3,NoData,NoData,NoData
42527,0.3,0.2,0.5,0.7,0.1,0.4,0.3,NoData,NoData,NoData
42528,0.3,0.1,0.4,0.7,0.2,0.5,<Samp,NoData,NoData,NoData
42529,0.4,0.2,0.5,0.7,0.3,0.4,0.3,NoData,NoData,NoData
42530,0.4,0.2,0.5,0.7,0.2,0.5,0.3,NoData,NoData,NoData
42531,0.3,0.1,0.4,0.7,0.2,0.4,0.3,NoData,NoData,NoData
42532,0.2,0.1,0.3,0.6,0.1,0.4,0.2,NoData,NoData,NoData
42533,0.1,0.1,0.2,0.6,0.1,0.4,0.2,NoData,NoData,NoData
42534,0.2,0.1,0.3,0.7,0.1,0.4,0.2,NoData,NoData,NoData
42535,<Samp,0.2,0.5,0.7,0.2,0.5,0.4,NoData,NoData,NoData
42536,<Samp,0.2,0.5,0.8,0.3,0.5,0.4,NoData,NoData,NoData
42537,<Samp,0.2,0.4,0.7,0.2,0.5,0.3,NoData,NoData,NoData
42538,InVld,0.1,0.4,0.7,0.2,0.4,0.3,NoData,NoData,NoData
42539,NoData,0.2,0.4,0.7,0.1,0.4,0.3,NoData,NoData,NoData
42540,NoData,0.2,0.3,0.7,0.1,0.4,0.2,NoData,NoData,NoData
42541,NoData,0.2,0.5,0.8,0.3,0.5,0.4,NoData,NoData,NoData
42542,NoData,0.2,0.5,0.9,0.2,0.5,0.5,NoData,NoData,NoData
42543,<Samp,0.3,0.5,0.9,0.2,0.5,0.4,NoData,NoData,NoData
42544,0.5,0.2,0.5,0.9,0.2,0.5,0.3,NoData,NoData,NoData
42545,0.4,0.2,0.5,1,0.3,0.5,0.4,NoData,NoData,NoData
42546,0.3,0.3,0.5,0.9,0.2,0.5,0.4,NoData,NoData,NoData
42547,0.2,0.2,0.5,0.9,0.2,0.5,0.3,NoData,NoData,NoData
42548,0.4,0.2,0.5,0.9,0.2,0.5,0.3,NoData,NoData,NoData
42549,0.4,0.2,0.4,0.8,0.1,0.4,0.3,NoData,NoData,NoData
42550,0.3,0.2,0.4,0.8,0.2,0.4,0.3,NoData,NoData,NoData
42551,0.3,0.2,0.4,0.9,0.2,0.5,0.3,NoData,NoData,NoData
42552,0.4,0.2,0.5,0.9,0.2,0.5,0.3,NoData,NoData,NoData
42553,0.3,0.2,0.4,0.8,0.1,0.5,0.3,NoData,NoData,NoData
42554,0.2,0.2,0.3,0.8,0.1,0.4,0.3,NoData,NoData,NoData
42555,0.3,0.2,0.4,0.8,0.2,0.5,0.3,NoData,NoData,NoData
42556,0.3,0.2,0.4,0.8,0.2,0.5,0.4,NoData,NoData,NoData
42557,0.3,0.2,0.4,0.8,0.1,0.5,0.3,NoData,NoData,NoData
42558,0.3,0.2,0.5,0.9,0.2,0.5,0.3,NoData,NoData,NoData
42559,0.3,0.2,0.4,0.9,0.2,0.5,0.4,NoData,NoData,NoData
42560,0.3,0.2,0.4,0.8,0.1,0.4,0.3,NoData,NoData,NoData
42561,0.2,0.2,0.4,0.8,0,0.4,0.2,NoData,NoData,NoData
42562,0.4,0.2,0.5,0.9,0.1,0.5,0.4,NoData,NoData,NoData
42563,0.4,0.2,0.4,0.8,<Samp,0.5,0.3,NoData,NoData,NoData
42564,0.4,0.3,0.4,0.9,NoData,0.5,0.3,NoData,NoData,NoData
42565,<Samp,0.3,0.5,0.9,NoData,0.5,0.4,NoData,NoData,NoData
42566,0.3,0.3,0.5,0.9,NoData,0.5,0.4,NoData,NoData,NoData
42567,0.2,0.1,0.4,0.8,NoData,0.4,0.3,NoData,NoData,NoData
42568,0.1,0.1,0.3,0.8,NoData,0.4,0.3,NoData,NoData,NoData
42569,0.3,0.1,0.4,0.8,NoData,0.5,0.3,NoData,NoData,NoData
42570,0.2,0,0.3,0.7,NoData,0.4,0.3,NoData,NoData,NoData
42571,0.3,0,0.3,0.7,<Samp,0.4,0.3,NoData,NoData,NoData
42572,0.3,0.1,0.4,0.8,0.1,0.5,0.3,NoData,NoData,NoData
42573,0.2,0.1,0.4,0.8,0.1,0.4,0.3,NoData,NoData,NoData
42574,0.2,0,0.4,0.8,0.1,0.5,0.3,NoData,NoData,NoData
42575,0.1,0,0.3,0.7,0,0.4,0.2,NoData,NoData,NoData
42576,0.3,0.1,0.4,0.8,0.1,0.5,0.3,NoData,NoData,NoData
42577,0.4,0.1,0.5,0.8,0.1,0.5,0.4,NoData,NoData,NoData
42578,0.4,0.1,0.4,0.8,0.1,0.5,0.3,NoData,NoData,NoData
42579,0.4,0.1,0.4,0.8,0.1,0.5,0.4,NoData,NoData,NoData
42580,0.6,0.1,0.4,0.9,0.1,0.5,0.3,NoData,NoData,NoData
42581,0.9,0.1,0.4,0.8,0,0.5,0.3,NoData,NoData,NoData
42582,0.8,0.1,0.4,0.8,0,0.5,0.4,NoData,NoData,NoData
42583,0.9,0.1,0.5,0.9,0,0.6,0.4,NoData,NoData,NoData
42584,1,0.1,0.5,0.9,0.1,0.5,0.5,NoData,NoData,NoData
42585,0.7,0.1,0.5,0.9,0.1,0.6,0.4,NoData,NoData,NoData
42586,0.3,0.2,0.6,0.9,0.1,0.6,0.4,NoData,NoData,NoData
42587,0.4,0.1,0.5,0.9,0.1,0.6,0.4,NoData,NoData,NoData
42588,0.3,0.1,0.5,0.9,0,0.5,0.4,NoData,NoData,NoData
42589,0.2,0.1,0.4,0.8,0,0.5,0.3,NoData,NoData,NoData
42590,0.4,0.2,0.6,0.8,0,0.5,0.4,NoData,NoData,NoData
42591,0.4,0.2,0.5,0.8,0.1,0.5,0.4,NoData,NoData,NoData
42592,0.4,0.2,0.5,0.8,0,0.5,0.4,NoData,NoData,NoData
42593,0.4,0.2,0.5,0.8,0.1,0.5,0.4,NoData,NoData,NoData
42594,0.4,0.2,0.5,0.8,0,0.5,0.3,NoData,NoData,NoData
42595,0.3,0.2,0.4,0.8,0,0.5,0.3,NoData,NoData,NoData
42596,0.2,0.2,0.4,0.8,0,0.4,0.3,NoData,NoData,NoData
42597,0.3,0.2,0.4,0.8,0.2,0.5,0.4,NoData,NoData,NoData
42598,0.3,<Samp,0.4,0.7,0.4,0.5,0.3,NoData,NoData,NoData
42599,0.3,0.2,0.4,0.7,0.3,0.5,0.3,NoData,NoData,NoData
42600,0.3,0.2,0.4,0.8,0.3,0.5,0.3,NoData,NoData,NoData
42601,0.4,0.3,0.4,0.7,0.4,0.5,0.4,NoData,NoData,NoData
42602,0.3,0.3,0.4,0.8,0.3,0.5,0.3,NoData,NoData,NoData
42603,0.2,0.2,0.4,0.8,0.3,0.4,0.3,NoData,NoData,NoData
42604,0.4,0.3,0.4,0.8,0.4,0.5,0.3,NoData,NoData,NoData
42605,0.3,0.3,0.5,0.8,0.4,0.4,0.3,NoData,NoData,NoData
42606,0.3,0.3,0.5,0.8,0.4,0.5,0.3,NoData,NoData,NoData
42607,0.4,0.2,0.4,0.7,0.5,0.5,0.4,NoData,NoData,NoData
42608,0.4,0.3,0.5,0.8,0.5,0.5,0.4,NoData,NoData,NoData
42609,0.3,0.3,0.4,0.8,0.4,0.5,0.4,NoData,NoData,NoData
42610,0.2,0.2,0.4,0.7,0.4,0.5,0.3,NoData,NoData,NoData
42611,0.3,0.3,0.5,0.8,0.4,0.4,0.4,NoData,NoData,NoData
42612,0.4,0.3,0.4,0.7,0.5,0.4,0.4,NoData,NoData,NoData
42613,0.4,0.3,0.5,0.7,0.4,0.4,0.4,NoData,NoData,NoData
42614,0.4,0.3,0.4,0.8,0.5,0.5,0.2,NoData,NoData,NoData
42615,0.4,0.3,0.4,0.8,0.5,0.5,0.2,NoData,NoData,NoData
42616,0.3,0.3,0.4,0.8,0.5,0.5,0.3,NoData,NoData,NoData
42617,0.2,0.3,0.3,0.7,0.4,0.4,0.3,NoData,NoData,NoData
42618,0.3,0.3,0.4,0.8,0.5,0.5,0.3,NoData,NoData,NoData
42619,0.3,0.4,0.5,0.8,0.5,0.5,0.4,NoData,NoData,NoData
42620,0.3,0.3,0.4,0.8,0.5,0.5,0.4,NoData,NoData,NoData
42621,0.3,0.4,0.5,0.8,0.5,0.5,0.3,NoData,NoData,NoData
42622,0.3,0.3,0.5,0.8,0.5,0.5,0.3,NoData,NoData,NoData
42623,0.3,0.4,0.4,0.8,0.5,0.5,0.3,NoData,NoData,NoData
42624,0.1,0.4,0.4,0.8,0.5,0.5,0.3,NoData,NoData,NoData
42625,0.4,0.5,0.5,0.9,0.6,0.6,0.4,NoData,NoData,NoData
42626,0.3,0.4,0.5,0.8,0.5,0.5,0.3,NoData,NoData,NoData
42627,0.3,0.4,0.4,0.7,0.5,0.4,0.3,NoData,NoData,NoData
42628,0.3,0.4,0.4,0.8,0.5,0.5,0.3,NoData,NoData,NoData
42629,0.3,0.5,0.5,0.8,0.6,0.5,0.4,NoData,NoData,NoData
42630,0.2,0.4,0.4,0.8,0.6,0.5,0.3,NoData,NoData,NoData
42631,0.2,0.4,0.4,0.8,0.5,0.5,0.3,NoData,NoData,NoData
42632,0.3,0.5,0.5,0.9,0.6,0.5,0.4,NoData,NoData,NoData
42633,0.4,0.5,0.5,0.9,0.6,0.5,0.4,NoData,NoData,NoData
42634,0.4,0.6,0.5,0.9,0.7,0.5,0.4,NoData,NoData,NoData
42635,0.4,0.5,0.5,0.9,0.7,0.6,0.5,NoData,NoData,NoData
42636,0.3,0.5,0.4,1.2,0.7,0.6,0.3,NoData,NoData,NoData
42637,0.2,0.4,0.4,0.8,0.6,0.4,0.3,NoData,NoData,NoData
42638,0.2,0.4,0.3,0.7,0.5,0.4,0.3,NoData,NoData,NoData
42639,0.3,0.6,0.5,0.8,0.7,0.8,0.3,NoData,NoData,NoData
42640,0.3,0.5,0.4,0.7,0.5,0.4,0.2,NoData,NoData,NoData
42641,0.3,0.5,0.4,0.8,0.1,0.5,0.3,NoData,NoData,NoData
42642,0.4,0.5,0.4,0.8,0,0.5,0.3,NoData,NoData,NoData
42643,0.3,0.6,0.6,0.9,0.1,0.5,0.3,NoData,NoData,NoData
42644,0.2,0.6,0.5,0.8,-0.2,0.5,0.3,NoData,NoData,NoData
42645,0.2,0.6,0.5,0.8,0.1,0.4,0.4,NoData,NoData,NoData
42646,0.2,0.8,0.6,0.8,0.1,0.4,0.4,NoData,NoData,NoData
42647,0.1,0.8,0.6,0.8,0.1,0.5,0.3,NoData,NoData,NoData
42648,0.2,0.7,0.5,0.8,0,0.5,0.4,NoData,NoData,NoData
42649,0.5,0.6,0.5,0.9,0.1,0.5,0.4,NoData,NoData,NoData
42650,0.4,0.7,0.5,0.9,0.1,0.5,0.4,NoData,NoData,NoData
42651,0.3,0.7,0.5,0.8,0,0.4,0.3,NoData,NoData,NoData
42652,0.2,0.6,0.4,0.7,0.1,0.4,<Samp,NoData,NoData,NoData
42653,0.4,0.6,0.5,0.9,0.1,0.5,NoData,NoData,NoData,NoData
42654,0.3,0.6,0.5,0.9,0,0.5,<Samp,NoData,NoData,NoData
42655,0.2,0.6,0.3,0.8,0,0.4,NoData,NoData,NoData,NoData
42656,0.2,0.5,0.4,0.8,0.3,0.4,NoData,NoData,NoData,NoData
42657,0.4,0.8,0.7,1,0.7,0.7,<Samp,NoData,NoData,NoData
42658,0.2,0.8,0.6,1,0.6,0.5,0.4,NoData,NoData,NoData
42659,0.3,0.7,0.4,0.9,0.5,0.5,0.3,NoData,NoData,NoData
42660,0.2,0.7,0.6,1,0.6,0.5,0.4,NoData,NoData,NoData
42661,0.2,0.7,0.5,0.9,0.5,0.5,0.3,NoData,NoData,NoData
42662,0.3,0.7,0.5,1,0.6,0.6,0.3,NoData,NoData,NoData
42663,0.3,0.7,0.5,0.9,0.5,0.6,0.3,NoData,NoData,NoData
42664,0.4,0.5,0.6,0.9,0.4,0.5,0.4,NoData,NoData,NoData
42665,0.3,0.2,0.5,0.9,0.4,0.5,0.3,NoData,NoData,NoData
42666,0.1,0.3,0.5,0.9,0.4,0.5,0.2,NoData,NoData,NoData
42667,<Samp,0.4,0.6,0.9,0.3,0.5,0.4,NoData,NoData,NoData
42668,NoData,0.2,0.4,0.9,0.4,0.5,0.3,NoData,NoData,NoData
42669,<Samp,0.3,0.6,1,0.6,0.5,0.4,NoData,NoData,NoData
42670,0.5,0.4,0.7,1,0.7,0.6,0.4,NoData,NoData,NoData
42671,0.4,0.6,0.7,1.1,0.6,0.6,0.5,NoData,NoData,NoData
42672,0.2,0.5,0.6,1,0.7,0.5,0.3,NoData,NoData,NoData
42673,0.2,0.5,0.6,1,0.7,0.6,0.4,NoData,NoData,NoData
42674,0.4,0.5,0.7,1.1,<Samp,0.6,0.3,NoData,NoData,NoData
42675,0.3,0.4,0.5,0.7,Down,0.5,<Samp,NoData,NoData,NoData
42676,0.2,0.3,0.3,0.2,<Samp,0.4,InVld,NoData,NoData,NoData
42677,0.4,0.3,0.4,0.2,0.3,0.3,<Samp,NoData,NoData,NoData
42678,0.4,0.5,0.5,0.3,0.4,0.4,0.4,NoData,NoData,NoData
42679,0.4,0.6,0.6,0.4,0.5,0.6,0.4,NoData,NoData,NoData
42680,0.2,0.4,0.5,0.3,0.4,0.5,0.4,NoData,NoData,NoData
42681,0.4,0.5,0.6,0.4,0.5,0.5,0.5,NoData,NoData,NoData
42682,0.5,0.4,0.5,0.5,0.4,0.5,0.4,NoData,NoData,NoData
42683,0.6,0.5,0.8,1,0.7,0.7,0.5,NoData,NoData,NoData
42684,0.6,0.9,1.6,1.3,1,1,0.4,NoData,NoData,NoData
42685,0.5,0.5,1.4,2.8,0.7,1,0.4,NoData,NoData,NoData
42686,0.4,0.3,0.8,0.8,0.6,0.6,0.5,NoData,NoData,NoData
42687,0.4,0.1,0.6,0.7,0.5,0.6,0.3,NoData,NoData,NoData
42688,0.8,0.2,0.7,0.9,0.6,0.7,0.5,NoData,NoData,NoData
42689,0.9,<Samp,0.8,0.8,0.6,0.6,0.4,NoData,NoData,NoData
42690,0.5,InVld,0.7,0.8,0.6,0.6,0.3,NoData,NoData,NoData
42691,0.3,InVld,0.4,0.5,0.4,0.4,0.2,NoData,NoData,NoData
42692,0.4,InVld,0.4,0.5,0.5,0.4,0.3,NoData,NoData,NoData
42693,0.3,Down,0.5,0.7,0.5,0.4,0.4,NoData,NoData,NoData
42694,0.2,Down,0.7,0.8,0.4,0.4,0.2,NoData,NoData,NoData
42695,0.3,Down,0.7,0.8,0.3,0.3,0.3,NoData,NoData,NoData
42696,0.3,Down,0.5,0.6,0.3,0.3,0.2,NoData,NoData,NoData
42697,0.3,Down,0.4,0.6,0.2,0.3,0.2,NoData,NoData,NoData
42698,0.3,<Samp,0.3,0.6,0.2,0.2,0.1,NoData,NoData,NoData
42699,0.2,0,0.2,0.5,0.1,0.2,0.1,NoData,NoData,NoData
42700,0.2,0,0.4,0.6,0.2,0.2,0.1,NoData,NoData,NoData
42701,0.2,0,0.4,0.8,0.2,0.3,0.2,NoData,NoData,NoData
42702,0.3,0,0.8,1.1,0.5,0.5,0.3,NoData,NoData,NoData
42703,0.3,0.1,0.9,0.9,0.5,0.4,0.3,NoData,NoData,NoData
42704,0.5,0.2,1.2,1.2,0.7,0.7,0.4,NoData,NoData,NoData
42705,0.3,0,0.5,0.9,0.4,0.5,0.5,NoData,NoData,NoData
42706,0.2,0,0.3,0.7,0.3,0.4,0.4,NoData,NoData,NoData
42707,0.2,0,0.3,0.7,0.3,0.4,0.3,NoData,NoData,NoData
42708,0.3,0.2,0.6,1,0.5,0.6,0.5,NoData,NoData,NoData
42709,0.4,0.1,0.9,1.3,0.6,0.6,0.7,NoData,NoData,NoData
42710,0.5,<Samp,1,1.3,0.8,0.7,0.4,NoData,NoData,NoData
42711,0.4,<Samp,0.9,1.5,0.7,0.6,0.5,NoData,NoData,NoData
42712,0.5,0,0.8,1.3,0.6,0.6,0.3,NoData,NoData,NoData
42713,0.5,0,0.8,1.2,0.5,0.5,0.5,NoData,NoData,NoData
42714,0.3,0,0.4,1,0.4,0.5,0.3,NoData,NoData,NoData
42715,0.3,0,0.6,1.1,0.4,0.6,0.3,NoData,NoData,NoData
42716,0.4,0.1,0.5,0.9,0.5,0.5,0.4,NoData,NoData,NoData
42717,0.4,0.1,0.7,0.7,0.6,0.6,0.3,NoData,NoData,NoData
42718,0.2,0,0.4,0.4,0.4,0.4,0.2,NoData,NoData,NoData
42719,0.2,0,0.3,0.3,0.4,0.3,0.2,NoData,NoData,NoData
42720,0.3,0.1,0.4,0.5,0.4,0.4,0.3,NoData,NoData,NoData
42721,0.2,0,0.5,0.6,0.4,0.5,0.5,NoData,NoData,NoData
42722,0.2,0.1,0.5,0.7,0.5,0.6,0.4,NoData,NoData,NoData
42723,0.4,0.2,0.4,0.6,0.4,0.5,0.3,NoData,NoData,NoData
42724,0.5,0.3,0.4,<Samp,0.5,0.4,0.4,NoData,NoData,NoData
42725,0.4,0.5,0.7,<Samp,0.6,0.7,0.5,NoData,NoData,NoData
42726,0.5,Calib,0.7,0.8,0.5,0.5,0.5,NoData,NoData,NoData
42727,0.7,0.5,0.7,0.7,0.6,0.6,0.5,NoData,NoData,NoData
42728,0.7,0.6,0.9,0.9,0.6,0.7,0.5,NoData,NoData,NoData
42729,0.3,0.3,0.4,0.5,0.4,0.4,0.3,NoData,NoData,NoData
42730,0.3,0.4,0.5,0.6,0.4,0.5,0.3,NoData,NoData,NoData
42731,0.3,0.4,0.5,0.6,0.5,0.5,0.4,NoData,NoData,NoData
42732,0.3,0.3,<Samp,0.5,0.4,0.4,0.3,NoData,NoData,NoData
42733,0.5,0.5,0.6,0.8,0.6,0.6,0.5,NoData,NoData,NoData
42734,0.4,0.5,0.7,0.9,0.6,0.6,0.4,NoData,NoData,NoData
42735,0.3,0.4,0.5,0.6,0.5,0.5,0.4,NoData,NoData,NoData
42736,0.3,0.4,0.3,0.5,0.4,0.5,0.4,NoData,NoData,NoData
42737,0.5,0.6,<Samp,0.9,0.6,0.7,0.7,NoData,NoData,NoData
42738,0.4,0.5,0.5,0.6,0.4,0.5,0.3,NoData,NoData,NoData
42739,0.5,0.5,0.5,0.7,0.6,0.6,0,NoData,NoData,NoData
42740,0.5,0.5,0.6,0.7,0.6,0.6,0.2,NoData,NoData,NoData
42741,0.6,0.7,0.9,0.8,0.6,0.6,0.5,NoData,NoData,NoData
42742,0.4,1,1.2,1.1,0.7,<Samp,0.3,NoData,NoData,NoData
42743,0.3,0.4,0.5,0.5,0.4,<Samp,0.2,NoData,NoData,NoData
42744,0.3,0.3,0.3,0.4,0.3,0.3,0.2,NoData,NoData,NoData
42745,0.4,0.3,0.3,0.4,0.3,0.3,0.3,NoData,NoData,NoData
42746,0.6,0.6,0.7,0.7,0.6,0.6,0.5,NoData,NoData,NoData
42747,0.7,0.7,0.8,0.8,0.5,0.6,0.5,NoData,NoData,NoData
42748,0.5,0.5,0.8,0.8,0.7,0.8,0.4,NoData,NoData,NoData
42749,0.3,0.1,0.5,0.6,0.5,0.6,0.4,NoData,NoData,NoData
42750,0.3,0.2,0.5,0.7,0.4,0.5,0.4,NoData,NoData,NoData
42751,0.4,0.2,0.7,0.6,0.6,0.6,0.4,NoData,NoData,NoData
42752,0.4,0.3,0.8,0.9,0.7,0.6,0.4,NoData,NoData,NoData
42753,0.4,0.7,1.3,1.4,1,1.1,0.4,NoData,NoData,NoData
42754,0.6,0.4,1,0.9,0.7,0.9,0.4,NoData,NoData,NoData
42755,0.6,0.1,0.6,0.7,0.6,0.7,0.6,NoData,NoData,NoData
42756,0.3,0.1,NoData,0.7,0.5,0.6,0.5,NoData,NoData,NoData
42757,0.2,0,NoData,0.6,0.5,0.6,0.4,NoData,NoData,NoData
42758,0.4,0.1,<Samp,0.7,0.5,0.5,0.5,NoData,NoData,NoData
42759,0.3,0.1,0.6,0.9,0.7,0.5,0.5,NoData,NoData,NoData
42760,0.3,0.3,1.2,0.9,0.6,0.4,0.2,NoData,NoData,NoData
42761,0.3,0,0.7,0.8,0.8,0.6,0.3,NoData,NoData,NoData
42762,0.3,0,0.5,0.7,0.5,0.5,0.4,NoData,NoData,NoData
42763,0.2,0,0.3,0.4,0.2,0.5,0.2,NoData,NoData,NoData
42764,0.1,0,0.2,0.3,0.2,1,0.1,NoData,NoData,NoData
42765,0.4,0,0.5,0.6,0.4,1.2,0.4,NoData,NoData,NoData
42766,0.4,0.1,0.6,0.7,0.5,1.4,0.4,NoData,NoData,NoData
42767,0.3,0,0.5,0.7,0.5,0.8,0.5,NoData,NoData,NoData
42768,0.3,0,0.4,0.5,0.4,0.4,0.2,NoData,NoData,NoData
42769,0.4,0.2,0.8,0.8,0.5,0.6,0.4,NoData,NoData,NoData
42770,0.4,0.1,0.7,0.7,0.4,0.5,0.5,NoData,NoData,NoData
42771,0.2,0.2,0.7,0.9,0.7,0.5,0.4,NoData,NoData,NoData
42772,0.4,0.2,0.9,0.9,0.7,0.8,0.4,NoData,NoData,NoData
42773,0.4,0.2,0.8,0.7,0.6,0.6,0.5,NoData,NoData,NoData
42774,0.3,0.5,1,1,0.5,0.5,0.3,NoData,NoData,NoData
42775,0.4,0.1,0.7,0.9,0.6,0.5,0.3,NoData,NoData,NoData
42776,0.5,0.1,0.6,0.7,0.6,0.6,0.5,NoData,NoData,NoData
42777,0.3,0,0.5,0.6,0.4,0.4,0.4,NoData,NoData,NoData
42778,0.3,0,0.5,0.6,0.5,0.5,0.4,NoData,NoData,NoData
42779,0.3,0,0.5,0.7,0.7,0.5,0.4,NoData,NoData,NoData
42780,0.3,0,0.5,0.7,0.5,0.5,0.5,NoData,NoData,NoData
42781,0.2,0,0.4,0.6,0.5,0.4,0.4,NoData,NoData,NoData
42782,0.3,0,<Samp,0.6,0.2,0.4,0.3,NoData,NoData,NoData
42783,0.4,0,0.4,0.6,0,0.4,0.2,NoData,NoData,NoData
42784,0.3,0.1,0.5,0.6,0,0.5,0.4,NoData,NoData,NoData
42785,0.3,0.1,0.5,0.6,0.1,0.4,0.4,NoData,NoData,NoData
42786,0.3,0.3,0.9,1,0.1,0.5,0.3,NoData,NoData,NoData
42787,0.3,0.4,0.9,0.9,0.3,0.7,0.2,NoData,NoData,NoData
42788,0.4,0.2,0.7,0.8,0.1,0.6,0.5,NoData,NoData,NoData
42789,0.4,0.3,0.8,0.9,0.5,0.7,0.5,NoData,NoData,NoData
42790,0.5,0.3,0.7,0.8,0.4,0.7,0.4,NoData,NoData,NoData
42791,0.4,0.2,0.5,0.7,0.3,0.6,0.5,NoData,NoData,NoData
42792,0.2,0.3,0.7,0.7,0.5,0.5,0.5,NoData,NoData,NoData
42793,0.4,Calib,0.9,1.1,0.7,0.7,0.4,NoData,NoData,NoData
42794,0.4,Calib,0.9,1,0.6,0.6,0.5,NoData,NoData,NoData
42795,0.3,Calib,0.7,0.8,0.5,0.4,0.4,NoData,NoData,NoData
42796,0.4,<Samp,0.6,0.8,0.5,0.6,0.4,NoData,NoData,NoData
42797,0.3,0,0.4,0.5,0.4,0.4,0.4,NoData,NoData,NoData
42798,0.2,0,0.4,0.5,0.4,0.4,0.3,NoData,NoData,NoData
42799,0.2,0.2,0.5,0.5,0.3,0.4,0.3,NoData,NoData,NoData
42800,0.3,0.1,0.6,0.6,0.4,0.5,0.4,NoData,NoData,NoData
42801,0.3,0,0.5,0.6,0.4,0.4,0.4,NoData,NoData,NoData
42802,0.4,0,0.6,0.6,0.4,0.5,0.5,NoData,NoData,NoData
42803,0.5,0.1,0.6,0.7,0.4,0.5,0.5,NoData,NoData,NoData
42804,0.7,0.1,0.7,0.7,0.3,0.4,0.4,NoData,NoData,NoData
42805,0.4,0.1,0.4,0.6,0.3,0.4,0.4,NoData,NoData,NoData
42806,0.2,0.1,0.4,0.6,0.3,0.4,0.3,NoData,NoData,NoData
42807,0.3,0,<Samp,0.6,0.3,0.4,0.3,NoData,NoData,NoData
42808,0.3,0,0.5,0.5,0.5,0.6,0.3,NoData,NoData,NoData
42809,0.3,0,0.6,0.6,0.5,0.7,0.4,NoData,NoData,NoData
42810,0.3,0,0.6,0.5,0.4,0.5,0.4,NoData,NoData,NoData
42811,0.3,0.1,0.5,0.5,0.4,0.5,0.4,NoData,NoData,NoData
42812,0.3,0,0.4,0.5,0.4,0.4,0.4,NoData,NoData,NoData
42813,0.3,0,0.4,0.5,0.3,0.3,0.3,NoData,NoData,NoData
42814,0.3,0,0.4,0.3,0.4,0.4,0.3,NoData,NoData,NoData
42815,0.3,0.1,0.4,0.3,0.4,0.4,0.3,NoData,NoData,NoData
42816,0.4,0.1,0.5,0.4,0.4,0.4,0.4,NoData,NoData,NoData
42817,0.5,0.2,0.7,0.7,0.5,0.7,0.6,NoData,NoData,NoData
42818,0.4,0.1,0.6,0.6,0.4,0.5,0.5,NoData,NoData,NoData
42819,0.3,0.1,0.5,0.6,0.4,0.5,0.4,NoData,NoData,NoData
42820,0.3,0,0.5,0.5,0.4,0.4,0.3,NoData,NoData,NoData
42821,0.4,0.1,0.6,0.6,0.4,0.5,0.4,NoData,NoData,NoData
42822,0.4,0.1,0.6,0.7,0.4,0.5,0.4,NoData,NoData,NoData
42823,0.4,0.1,0.5,0.6,0.3,0.5,0.4,NoData,NoData,NoData
42824,0.4,Calib,0.6,0.7,0.4,0.5,0.5,NoData,NoData,NoData
42825,0.4,<Samp,0.6,0.6,0.4,0.2,0.1,NoData,NoData,NoData
42826,0.3,0.1,0.5,0.5,0.3,0.4,0,NoData,NoData,NoData
42827,0.2,0,0.4,0.5,0.3,0.4,0,NoData,NoData,NoData
42828,0.3,0.1,0.5,0.5,0.3,0.4,0,NoData,NoData,NoData
42829,0.4,0.1,0.5,0.6,0.3,0.4,0,NoData,NoData,NoData
42830,0.3,0.2,0.6,0.6,0.3,0.4,0,NoData,NoData,NoData
42831,0.3,0,0.5,0.5,0.2,0.3,0,NoData,NoData,NoData
42832,0.4,0,0.5,0.5,0.3,0.4,0,NoData,NoData,NoData
42833,0.2,0,0.4,0.4,0.3,0.4,0,NoData,NoData,NoData
42834,0.2,0,0.4,0.4,0.3,0.3,0,NoData,NoData,NoData
42835,0.3,0,0.5,0.5,0.4,0.4,0,NoData,NoData,NoData
42836,0.4,0,0.4,0.5,0.3,0.3,0,NoData,NoData,NoData
42837,0.3,0,0.5,0.5,0.3,0.5,0,NoData,NoData,NoData
42838,0.3,0.1,0.7,0.7,0.4,0.4,0,NoData,NoData,NoData
42839,0.3,0,0.3,0.4,0.3,0.4,0,NoData,NoData,NoData
42840,0.2,0,0.3,0.5,0.3,0.4,0,NoData,NoData,NoData
42841,0.2,0,0.3,0.4,0.3,0.4,0,NoData,NoData,NoData
42842,0.3,0,0.4,0.5,0.2,0.4,0,NoData,NoData,NoData
42843,0.2,0,0.4,0.4,0.1,0.4,0,NoData,NoData,NoData
42844,0.3,0.1,0.5,0.6,0.3,0.4,0,NoData,NoData,NoData
42845,0.3,0.4,0.5,0.6,0.3,0.4,0,NoData,NoData,NoData
42846,0.4,0.4,0.5,0.6,0.3,0.4,0,NoData,NoData,NoData
42847,0.2,0.5,0.9,0.7,0.4,0.5,0.1,NoData,NoData,NoData
