date_time,Jerusalem_Bar_Ilan,TLV_Yehuda_Hamacabi,Bnei_Brak_Jabotinsky,Bnei_brak_highway4,Rishon_Herzl,Ranana_Ahuza
41237,0.3,0.4,0.2,0.5,0.1,NoData
41238,0.1,0.4,0.4,0.5,0.2,NoData
41239,0.2,0.6,0.5,0.7,0.2,NoData
41240,0.3,0.7,0.4,0.8,0.2,NoData
41241,0.2,0.6,0.3,0.8,0.2,NoData
41242,0.3,0.9,0.5,0.9,0.3,NoData
41243,0.4,0.7,0.7,1,0.4,NoData
41244,0.3,1,0.8,1,0.4,NoData
41245,0.2,0.9,0.7,0.9,0.4,NoData
41246,0.3,1,0.7,1.1,1,NoData
41247,0.3,1,0.6,0.9,0.4,NoData
41248,0.5,0.5,0.2,0.5,0.2,NoData
41249,0.1,<Samp,0.3,0.4,0.2,NoData
41250,0.1,<Samp,0.2,0.5,0.1,NoData
41251,0.2,0.4,0.3,0.4,0.1,NoData
41252,0.2,0.4,0.4,0.3,0.2,NoData
41253,0.4,1.1,0.5,<Samp,0.4,NoData
41254,0.7,0.6,0.2,<Samp,0.1,NoData
41255,0.2,0.4,0.2,0.5,0.3,NoData
41256,0.4,0.7,0.4,<Samp,0.2,NoData
41257,0.8,0.5,0.2,<Samp,0.1,NoData
41258,0.2,0.5,0.3,0.8,0.2,NoData
41259,0.2,0.5,0.2,0.9,0.1,NoData
41260,0.2,0.6,0.5,0.8,0.2,NoData
41261,0.3,0.6,0.4,0.6,0.2,NoData
41262,0.4,0.5,0.3,0.6,0.2,NoData
41263,0.3,0.4,0.3,0.5,0.3,NoData
41264,0.2,0.4,0.4,0.2,0.1,NoData
41265,0.1,0.4,0.3,0.4,0.1,NoData
41266,0.3,0.6,0.4,0.5,0.2,NoData
41267,0.3,1,0.7,1.2,0.4,NoData
41268,0.4,1.3,0.9,1.2,0.5,NoData
41269,0.3,1.1,0.8,1,0.4,NoData
41270,0.1,0.8,0.4,0.7,0.3,NoData
41271,0.2,0.7,0.3,0.7,0.2,NoData
41272,0.4,0.9,0.5,0.8,0.3,NoData
41273,0.2,0.7,0.5,0.5,0.3,NoData
41274,0.3,0.8,0.5,0.7,0.3,NoData
41275,0.2,0.9,0.5,1,0.4,NoData
41276,0.2,0.9,0.7,0.8,0.2,NoData
41277,0.2,0.7,0.4,0.7,0.4,NoData
41278,0.3,0.8,0.3,0.8,0.4,NoData
41279,0.4,0.8,0.4,0.7,0.2,NoData
41280,0.2,0.4,0.3,0.4,0.1,NoData
41281,0.1,0.4,0.3,0.3,0.2,NoData
41282,0.1,0.5,0.4,0.2,0.2,NoData
41283,0.1,0.4,0.4,0.3,0.4,<Samp
41284,0.1,0.3,0.5,0.2,0.2,0.7
41285,0.1,0.4,<Samp,0.5,0.4,0.1
41286,0.1,0.5,NoData,0.5,0.3,0.2
41287,0.2,0.5,NoData,0.8,0.2,0.5
41288,0.2,1,NoData,1,0.4,0.7
41289,0.3,0.8,NoData,0.9,0.4,0.3
41290,<Samp,0.6,<Samp,0.7,0.2,0.2
41291,NoData,0.6,0.8,0.6,0.2,0.4
41292,<Samp,0.8,0.4,0.8,0.5,0.8
41293,0.3,0.8,0.4,0.8,0.3,0.9
41294,0.1,0.4,0.4,0.5,0.2,0.6
41295,0.3,0.7,0.5,0.8,0.3,0.7
41296,0.4,1.1,1,1.2,0.4,1
41297,0.5,0.7,0.6,0.7,<Samp,0.7
41298,0.1,0.6,0.3,0.6,NoData,0.7
41299,0.2,0.6,0.4,0.6,<Samp,0.6
41300,0.3,0.8,0.5,0.9,0.3,0.9
41301,0.3,0.7,0.3,0.8,0.3,0.8
41302,0.4,0.7,0.4,0.5,0.3,0.9
41303,0.1,0.7,0.3,0.3,0.2,0.6
41304,0.1,0.5,0.2,0.4,0.2,0.4
41305,0.1,0.6,0.2,0.6,0.2,0.5
41306,0.1,0.4,0.2,0.5,0.3,0.5
41307,0.1,0.4,0.1,0.3,0.1,0.4
41308,0.1,0.4,0.2,0.4,0.2,0.5
41309,0.3,0.7,0.4,0.8,0.3,0.6
41310,0.3,1,1.4,1.3,0.5,0.7
41311,0.4,1.3,1.3,<Samp,0.7,1
41312,0.6,0.5,0.3,NoData,0.2,0.5
41313,0.2,0.5,0.2,NoData,0.3,0.5
41314,0.2,0.6,0.6,NoData,0.3,0.5
41315,0.3,0.6,0.5,NoData,0.3,0.6
41316,0.2,0.6,0.3,NoData,0.2,0.6
41317,0.1,0.5,0.2,<Samp,0.2,0.4
41318,0.2,0.5,0.3,0.4,0.2,0.5
41319,0.3,0.5,0.3,0.4,0.3,0.5
41320,0.4,0.9,<Samp,0.5,0.4,0.7
41321,0.2,0.4,NoData,0.2,0.1,0.4
41322,0.1,0.4,NoData,0.2,0.1,0.4
41323,0.1,0.5,NoData,0.4,0.4,0.6
41324,0.2,0.5,NoData,0.3,0.2,0.9
41325,0.1,0.5,NoData,0.4,0.3,0.8
41326,0.2,0.5,<Samp,0.4,0.2,0.6
41327,0.3,0.6,0.6,0.5,0.3,0.5
41328,0.2,0.9,1.4,0.6,0.4,0.7
41329,0.1,0.3,0.4,0.2,0.2,0.4
41330,0.1,0.4,0.6,0.4,0.2,0.4
41331,0.2,0.7,1,0.8,0.5,0.6
41332,0.4,0.8,1.2,0.8,0.6,0.6
41333,0.2,<Samp,0.7,0.6,0.3,0.7
41334,0.2,NoData,0.1,0.2,0.2,0.4
41335,0.2,NoData,0.1,0.2,0.3,0.4
41336,0.3,NoData,0.2,0.4,0.3,0.5
41337,0.5,NoData,0.6,0.5,0.7,0.6
41338,0.1,InVld,0.3,0.2,0.6,0.4
41339,0.2,InVld,0.2,0.2,0.6,0.3
41340,0.1,<Samp,0.3,0.4,0.3,0.3
41341,0.3,1,0.6,0.4,0.3,0.3
41342,0.2,0.3,0.9,0.5,0.4,0.4
41343,0.3,0.1,0.6,0.4,0.2,0.5
41344,0.1,<Samp,0.5,0.5,0.3,0.6
41345,0.2,InVld,0.8,0.5,0.3,0.6
41346,0.3,InVld,1,0.6,0.4,0.7
41347,0.5,<Samp,0.4,0.4,0.3,0.4
41348,0.4,0.4,0.8,0.8,0.4,0.7
41349,0.3,0.5,1,0.7,0.2,0.6
41350,0.1,0.5,0.2,0.2,0.2,0.3
41351,0.1,0.6,0.3,0.1,0.2,0.4
41352,0.1,0.3,<Samp,0.2,0.2,0.3
41353,0.3,0.2,<Samp,0.4,0.4,0.4
41354,0.2,0.4,0.6,0.5,0.3,0.5
41355,0.3,1,0.7,0.8,0.3,0.7
41356,0.4,0.6,0.7,0.5,0.4,0.5
41357,0.1,0.2,0.2,0.1,0.1,0.3
41358,0.1,0.3,0.3,0.2,0.2,0.3
41359,0.3,0.5,0.5,0.5,0.2,0.5
41360,0.4,0.5,0.4,0.3,0.1,0.4
41361,0.1,0.4,0.3,0.2,0.2,0.3
41362,0.1,0.4,0.4,0.3,0.1,0.4
41363,0.3,0.5,0.4,0.3,0.2,0.5
41364,0.3,0.5,0.5,0.4,0.2,0.5
41365,0.2,0.8,0.7,0.5,0.3,0.6
41366,0,0.5,0.4,0.3,0.1,0.3
41367,0,0.5,0.3,0.3,0.2,0.4
41368,0.1,0.2,0.5,0.4,0.4,0.5
41369,0,0.3,0.4,0.2,0.4,0.4
41370,0,0.3,0.3,0.2,0.4,0.4
41371,0.1,0.3,0.3,0.3,0.4,0.4
41372,0.2,0.8,0.9,0.8,0.6,0.8
41373,0,0.3,0.4,0.3,0.4,0.4
41374,0,0.4,0.3,0.3,<Samp,0.4
41375,0,0.3,0.3,0.2,NoData,0.4
41376,0.1,0.4,0.4,0.4,<Samp,0.5
41377,0,0.4,0.4,0.3,1,0.4
41378,0,0.3,0.4,0.3,1,0.4
41379,0,0.4,0.4,0.4,0.9,0.5
41380,0.1,0.4,0.4,0.4,0.5,0.5
41381,0,0.3,0.3,0.2,0.3,0.4
41382,0.1,0.4,0.4,0.3,0.5,0.5
41383,0.1,<Samp,0.4,0.3,0.4,0.5
41384,0,NoData,0.4,0.3,0.4,0.4
41385,0,NoData,0.3,<Samp,0.3,0.4
41386,0.1,<Samp,0.4,<Samp,0.4,0.5
41387,0,0.4,0.4,0.3,0.4,0.5
41388,0.2,0.4,0.4,0.4,0.4,0.4
41389,0.2,0.5,0.5,0.4,0.6,0.5
41390,0.2,0.6,0.6,0.4,0.6,0.5
41391,0,0.4,0.5,0.3,0.6,0.4
41392,0.1,0.4,0.6,0.7,0.4,0.4
41393,0.2,0.5,0.6,1,0.5,0.5
41394,0.1,0.4,0.5,0.6,0.4,0.4
41395,0.1,0.6,0.4,0.5,0.6,0.5
41396,0.2,0.5,0.5,0.5,0.5,0.6
41397,0.2,0.4,0.4,0.4,0.5,0.5
41398,0,0.5,0.5,0.5,0.6,0.6
41399,0,0.5,0.5,0.4,0.6,0.5
41400,0,0.5,0.5,0.5,0.5,0.6
41401,<Samp,0.4,0.4,0.4,0.5,0.5
41402,NoData,0.4,0.4,0.5,0.5,0.5
41403,NoData,0.4,0.4,0.4,0.5,0.5
41404,NoData,0.4,0.4,0.4,0.4,0.5
41405,NoData,<Samp,0.3,0.3,0.4,0.4
41406,NoData,NoData,0.3,0.2,0.3,0.4
41407,NoData,<Samp,0.3,0.3,0.3,0.5
41408,NoData,<Samp,0.4,0.4,0.3,0.5
41409,<Samp,NoData,0.2,0.2,0.3,0.4
41410,0.3,NoData,0.2,0.2,0.3,0.3
41411,0.4,<Samp,0.3,0.3,0.3,0.4
41412,0.5,0.3,0.4,0.3,0.3,0.4
41413,0.3,0.3,0.3,0.3,0.3,0.4
41414,0.4,0.4,0.4,0.4,0.4,0.5
41415,0.5,0.3,0.4,0.4,0.4,0.5
41416,0.5,<Samp,0.4,0.5,0.4,0.5
41417,0.4,0.4,0.4,0.5,0.4,0.5
41418,0.5,0.4,0.4,0.5,0.5,0.5
41419,0.4,0.4,0.4,0.4,0.4,0.5
41420,0.3,0.3,0.3,0.2,0.3,0.4
41421,0.4,0.2,0.2,0.2,0.3,0.4
41422,0.4,0.3,0.3,0.3,0.3,0.4
41423,0.5,0.3,0.3,0.3,0.4,0.5
41424,0.6,0.4,0.4,0.4,0.4,0.4
41425,0.5,0.6,0.6,0.5,0.5,0.6
41426,0.3,0.3,0.3,0.3,0.4,0.5
41427,0.2,0.3,0.3,0.3,0.3,0.4
41428,0.4,0.5,0.5,0.6,0.6,0.6
41429,0.4,0.4,0.4,0.4,0.4,0.5
41430,0.3,0.2,0.2,0.3,0.4,0.4
41431,0.3,0.3,0.2,0.3,0.4,0.4
41432,0.4,0.3,0.3,0.4,0.4,0.4
41433,0.3,0.3,0.3,0.4,0.4,0.5
41434,0.2,0.6,0.5,0.4,0.4,0.5
41435,0.3,0.3,0.3,0.2,0.3,0.5
41436,0.3,0.3,0.3,0.3,0.4,0.4
41437,0.4,0.3,0.3,0.3,0.4,0.5
41438,0.3,0.4,0.4,0.4,0.4,0.5
41439,0.3,0.3,0.3,0.2,0.3,0.4
41440,0.3,0.3,0.3,0.2,0.3,0.4
41441,0.2,0.3,0.2,0.1,0.2,0.3
41442,0.3,0.3,0.3,0.2,0.3,0.4
41443,0.4,0.3,0.3,0.3,0.3,0.4
41444,0.4,0.4,0.4,0.4,0.3,0.5
41445,0.3,0.4,0.4,0.3,0.4,0.5
41446,0.4,0.4,0.4,0.4,0.4,0.5
41447,0.3,0.5,0.4,0.4,0.4,0.5
41448,0.1,0.4,0.4,0.3,0.3,0.4
41449,0.3,0.4,0.3,0.3,0.4,0.5
41450,0.2,0.4,0.4,0.3,0.4,0.5
41451,<Samp,0.4,0.3,0.3,0.4,0.5
41452,<Samp,0.3,0.4,0.3,0.3,0.4
41453,InVld,0.4,0.4,0.3,0.4,0.5
41454,InVld,0.3,0.3,0.3,0.4,0.5
41455,InVld,0.3,0.3,0.2,0.6,0.5
41456,InVld,0.3,0.3,0.2,1.5,0.5
41457,InVld,0.3,0.3,0.2,0.7,0.5
41458,InVld,0.3,0.3,0.2,0.3,0.5
41459,InVld,0.3,0.3,0.3,0.3,0.5
41460,NoData,0.4,0.4,0.4,0.4,0.6
41461,NoData,0.4,0.4,0.3,0.3,0.5
41462,NoData,0.3,0.3,0.2,0.3,0.5
41463,<Samp,0.3,0.3,0.3,0.3,0.5
41464,0.3,0.3,0.3,0.3,0.3,0.5
41465,0.3,0.3,0.3,0.2,0.4,0.5
41466,0.3,0.4,0.3,0.3,0.4,0.5
41467,0.4,0.4,0.4,0.3,0.4,0.6
41468,0.3,0.3,0.3,0.3,0.3,0.5
41469,0.3,0.3,0.3,0.2,0.3,0.5
41470,0.4,0.4,0.4,0.3,0.4,0.8
41471,0.6,0.4,0.3,0.3,0.4,0.7
41472,0.3,0.4,0.4,0.3,0.4,0.5
41473,<Samp,0.4,0.4,0.4,0.4,0.5
41474,0.3,0.4,0.4,0.3,0.4,0.5
41475,0.3,0.4,0.3,0.3,0.4,0.5
41476,0.2,0.3,0.3,0.3,0.4,0.5
41477,0.3,0.4,0.4,0.3,0.4,0.5
41478,0.3,0.4,<Samp,0.9,0.4,0.5
41479,0.4,0.4,<Samp,1.5,0.4,0.6
41480,0.4,0.4,0.4,1.5,0.4,0.6
41481,0.4,0.4,0.4,0.9,0.5,0.6
41482,0.3,0.4,0.4,0.3,1.6,0.5
41483,0.2,0.4,0.4,0.3,1.6,0.5
41484,0.4,0.4,0.4,0.4,1.7,0.5
41485,0.4,0.4,0.4,0.3,1.7,0.5
41486,0.5,0.4,0.4,0.3,0.8,0.5
41487,0.4,0.4,0.4,0.5,0.4,0.6
41488,0.4,0.4,0.5,0.4,0.4,0.6
41489,0.3,0.4,0.4,0.4,0.4,0.5
41490,0.2,0.3,0.3,0.3,0.3,0.5
41491,0.4,0.4,0.4,0.3,0.4,0.5
41492,0.5,0.4,0.4,0.3,0.4,0.5
41493,0.5,0.4,0.4,0.4,0.4,0.5
41494,0.4,0.4,0.4,<Samp,0.4,0.5
41495,0.4,0.4,0.4,NoData,0.4,0.5
41496,0.3,0.4,0.4,NoData,0.4,0.5
41497,0.3,0.4,0.4,NoData,0.4,0.5
41498,0.4,0.4,0.4,NoData,0.4,0.5
41499,0.4,0.4,0.4,NoData,0.4,0.5
41500,0.4,0.4,0.4,NoData,0.4,0.5
41501,0.4,0.4,0.4,<Samp,0.4,0.5
41502,0.4,0.4,0.4,0.4,0.5,0.6
41503,0.4,0.4,0.4,0.4,0.5,0.6
41504,0.3,0.4,0.4,0.4,0.4,0.6
41505,0.4,0.4,0.4,0.4,0.4,0.6
41506,0.4,0.5,0.4,0.4,0.4,0.5
41507,0.5,0.6,0.4,0.4,0.4,0.6
41508,0.4,0.6,0.5,0.4,0.5,0.6
41509,0.4,0.5,0.5,0.4,0.5,0.6
41510,0.4,0.4,0.4,0.3,0.4,0.5
41511,0.2,0.3,0.3,0.2,0.3,0.4
41512,0.4,0.4,0.3,0.3,0.4,0.5
41513,0.4,0.4,0.3,0.3,<Samp,0.5
41514,0.2,0.4,0.3,0.3,<Samp,0.2
41515,0.4,0.4,0.4,0.4,0.4,0.4
41516,0.5,0.5,0.5,0.5,0.5,0.6
41517,0.3,0.4,0.4,0.4,0.4,0.6
41518,0.3,0.4,0.4,0.3,0.4,0.5
41519,0.4,0.4,0.4,0.4,0.4,0.6
41520,0.5,0.4,0.4,0.4,0.4,0.6
41521,0.5,0.4,0.4,0.4,0.5,0.6
41522,0.4,0.3,0.3,0.3,0.4,0.5
41523,0.2,0.3,0.3,0.3,0.3,0.5
41524,0.1,0.3,0.3,0.3,0.3,Calib
41525,0.2,0.3,0.3,0.3,0.3,0.5
41526,0.3,0.3,0.3,0.3,0.4,0.5
41527,0.4,0.4,0.4,0.4,0.4,0.5
41528,<Samp,0.4,0.4,0.4,0.4,0.5
41529,<Samp,0.4,0.4,0.5,0.5,0.5
41530,0.7,0.4,0.4,0.5,0.5,0.5
41531,0.5,0.4,0.4,0.5,0.4,0.5
41532,0.2,0.3,0.3,0.4,0.3,0.5
41533,0.3,0.4,0.4,0.4,0.4,0.5
41534,<Samp,0.3,0.3,0.3,0.4,0.4
41535,0.4,0.3,0.3,0.4,0.4,0.5
41536,0.3,0.3,0.4,0.5,0.4,0.5
41537,0.2,0.3,0.3,0.4,0.3,0.4
41538,0.2,0.3,0.3,0.3,0.3,0.4
41539,0.2,0.3,0.2,0.3,0.3,0.4
41540,0.3,0.3,0.3,0.4,0.4,0.5
41541,0.3,0.3,0.3,0.3,0.3,0.5
41542,0.3,0.3,0.2,0.3,0.3,0.4
41543,0.3,0.3,0.3,0.4,0.4,0.5
41544,0.3,0.3,0.3,0.4,0.3,0.5
41545,0.3,0.3,0.3,0.4,0.4,0.5
41546,0.2,0.3,0.2,0.3,0.3,0.5
41547,0.3,0.8,0.3,0.4,0.4,0.5
41548,0.4,0.8,0.4,0.5,0.4,0.5
41549,0.4,0.4,0.4,0.4,0.4,0.5
41550,0.4,0.4,0.5,0.5,0.5,0.6
41551,0.3,0.4,0.4,0.4,0.4,0.5
41552,0.2,0.3,0.2,0.3,0.4,0.4
41553,0.1,0.2,0.1,0.2,0.2,0.3
41554,0.3,0.3,0.2,0.3,0.3,0.4
41555,0.4,0.3,0.3,0.4,0.3,0.4
41556,0.4,0.3,0.3,0.4,0.4,0.5
41557,0.3,0.3,0.3,0.4,0.3,0.4
41558,0.4,0.5,0.7,0.8,0.7,0.8
41559,0.5,0.6,0.6,0.6,0.5,0.7
41560,0.3,0.4,0.4,0.5,0.4,0.6
41561,0.4,0.4,0.4,0.5,0.5,0.7
41562,0.4,0.4,0.5,0.6,0.4,0.8
41563,0.5,0.5,0.6,0.6,0.5,0.8
41564,0.5,0.5,0.6,0.6,0.5,0.9
41565,0.6,0.5,0.7,0.6,0.5,0.9
41566,0.3,0.3,0.4,0.3,0.3,0.7
41567,0.2,0.3,0.4,0.4,0.4,0.7
41568,0.4,0.4,0.4,0.5,0.4,0.8
41569,0.3,0.3,0.4,0.4,0.3,0.7
41570,0.5,0.5,0.6,0.8,0.5,0.8
41571,0.6,0.4,0.6,0.6,0.5,0.9
41572,0.5,0.7,0.7,0.6,0.6,0.9
41573,0.3,0.6,0.6,0.5,0.5,0.8
41574,0.3,0.5,0.5,0.5,0.4,0.8
41575,0.4,0.7,0.6,0.6,0.5,0.8
41576,0.4,0.6,0.6,0.6,0.5,0.7
41577,0.4,0.8,0.8,0.7,0.7,0.8
41578,0.3,0.6,0.5,0.5,0.4,0.5
41579,0.5,0.5,0.4,0.5,0.4,0.5
41580,0.3,0.5,0.4,0.4,0.5,0.8
41581,0.3,0.5,0.4,0.5,0.5,0.8
41582,<Samp,0.6,0.5,0.6,0.5,0.9
41583,<Samp,0.5,0.5,0.5,0.3,0.8
41584,0.4,0.4,0.5,0.5,0.4,0.8
41585,0.6,0.5,0.5,0.5,0.5,0.9
41586,0.6,0.7,0.6,0.7,0.6,0.9
41587,0.3,0.5,0.6,0.5,0.6,0.9
41588,0.3,0.6,0.5,0.5,0.5,0.9
41589,0.4,0.7,0.7,0.8,0.7,0.9
41590,0.4,0.6,0.7,0.7,0.6,0.7
41591,0.4,0.4,0.5,0.5,0.4,0.5
41592,0.5,0.5,0.5,0.6,0.5,0.6
41593,0.7,0.7,0.7,0.7,0.7,0.8
41594,0.5,0.6,0.6,0.6,0.6,0.8
41595,0.3,0.6,0.6,0.5,0.5,0.8
41596,0.6,0.6,0.7,0.6,0.6,0.6
41597,0.5,0.9,0.9,0.9,<Samp,0.5
41598,0.4,0.4,0.4,0.5,<Samp,0.5
41599,0.4,0.6,0.8,0.7,0.6,0.8
41600,0.5,0.9,0.9,0.7,0.6,0.8
41601,0.5,0.9,0.7,0.6,0.6,0.7
41602,0.3,0.5,0.5,0.6,0.5,0.7
41603,0.7,0.5,0.5,0.5,0.5,0.7
41604,0.9,1,1,1.1,0.7,0.8
41605,0.6,1.2,1.8,1.2,0.7,0.9
41606,0.4,0.5,0.7,0.6,0.7,0.6
41607,0.5,0.4,0.5,0.5,0.8,0.6
41608,0.3,0.3,0.5,0.4,0.5,0.6
41609,0.3,0.5,0.4,0.4,0.3,0.4
41610,0.4,0.5,1.6,0.6,0.3,0.4
41611,0.7,1.3,2.4,1,0.7,0.9
41612,0.5,0.9,0.9,0.8,0.6,0.9
41613,0.3,0.4,0.3,0.3,0.3,0.5
41614,0.3,0.4,0.4,0.4,0.4,0.5
41615,0.3,0.4,0.5,0.8,0.4,0.5
41616,0.2,0.4,0.5,1.1,0.4,0.5
41617,0.3,0.4,0.5,0.8,0.5,0.6
41618,0.4,0.2,0.3,0.3,0.4,0.4
41619,0.4,0.4,0.5,0.5,0.4,0.6
41620,0.3,0.3,<Samp,0.3,0.3,0.4
41621,0.2,0.3,0.4,0.4,0.3,0.4
41622,<Samp,0.2,0.5,<Samp,0.3,0.4
41623,NoData,0.4,0.6,NoData,0.3,0.5
41624,<Samp,0.9,0.9,<Samp,0.6,0.7
41625,0.4,0.8,0.8,2,0.5,0.7
41626,0.4,0.7,0.7,1.3,0.6,0.7
41627,0.8,1.2,1.3,0.9,1,1
41628,1.3,1.2,1.3,1.1,0.9,1.1
41629,0.5,0.8,1,0.8,0.7,0.9
41630,0.5,0.6,0.6,0.6,0.5,0.6
41631,0.9,0.8,0.8,0.9,0.7,1
41632,0.5,0.7,0.9,0.8,0.6,0.8
41633,0.3,0.4,0.4,0.5,0.4,0.4
41634,0.3,0.4,0.8,0.4,0.2,0.3
41635,0.6,1,1.1,1,1,0.7
41636,0.5,1.4,1.4,1,0.8,0.9
41637,0.3,0.6,0.6,0.4,0.4,0.4
41638,0.4,0.6,0.6,1.2,0.6,0.7
41639,0.3,0.4,0.4,2,0.4,0.5
41640,0.6,0.6,0.8,1.7,0.6,0.7
41641,0.6,1,1,0.8,0.7,0.7
41642,0.5,0.9,0.9,0.9,0.7,0.9
41643,0.3,1.1,1.1,1.1,0.8,1
41644,0.3,0.7,0.7,0.7,0.6,0.6
41645,0.4,0.5,0.5,0.6,0.5,0.5
41646,0.8,0.6,0.6,0.6,0.5,0.7
41647,0.5,0.6,0.8,0.7,0.5,0.7
41648,0.4,0.6,1,1.7,0.3,0.3
41649,0.7,0.6,0.7,1.4,0.5,0.4
41650,0.9,0.4,0.4,0.5,0.4,0.5
41651,0.8,0.5,0.5,0.4,0.4,0.5
41652,0.9,0.4,0.4,0.5,0.6,0.6
41653,0.7,0.5,0.5,1.4,0.6,0.6
41654,0.6,0.8,0.7,1.4,0.5,0.9
41655,0.8,0.9,0.9,0.8,0.6,0.8
41656,0.4,1,1.1,0.8,0.5,0.5
41657,0.5,0.8,0.7,0.7,0.5,0.8
41658,0.4,0.8,0.6,0.7,0.6,0.9
41659,0.7,0.8,0.7,0.7,0.6,0.6
41660,0.9,0.9,0.9,1.9,0.7,<Samp
41661,1,1.2,1,1.8,0.9,1
41662,0.6,1.1,1.1,0.8,0.7,0.9
41663,0.4,0.7,0.6,0.5,0.5,0.7
41664,0.3,0.6,0.5,0.5,0.4,0.6
41665,0.3,0.7,0.6,0.6,0.4,0.6
41666,0.5,0.8,0.9,0.8,0.5,0.6
41667,0.4,0.5,0.5,0.5,0.5,0.6
41668,0.4,0.4,0.4,0.4,0.4,0.6
41669,0.5,0.8,0.8,0.7,0.6,0.8
41670,0.5,0.7,0.7,0.7,0.6,0.6
41671,0.4,0.5,0.5,0.6,0.5,0.6
41672,0.3,0.6,0.6,0.5,0.5,0.6
41673,0.4,0.4,0.4,0.5,0.3,0.4
41674,0.4,0.4,0.3,0.4,0.4,0.5
41675,0.4,0.4,0.4,0.5,0.4,0.4
41676,0.4,0.4,0.4,0.5,0.4,0.4
41677,0.5,0.5,0.7,0.6,0.6,0.6
41678,0.5,0.5,0.6,0.6,0.5,0.6
41679,0.3,0.4,0.5,0.5,0.4,0.6
41680,0.6,0.6,0.7,0.8,0.9,0.8
41681,0.6,0.7,0.8,0.7,0.6,0.8
41682,0.5,0.5,0.7,0.6,0.5,0.6
41683,0.4,0.5,1,0.7,0.5,0.6
41684,0.6,0.7,1,0.8,0.5,0.7
41685,0.4,0.6,0.7,0.6,0.5,0.7
41686,0.2,0.2,0.4,0.4,0.3,0.4
41687,0.4,0.2,0.7,0.5,0.4,0.6
41688,0.7,0.3,0.6,0.5,0.5,0.5
41689,1.2,0.4,0.6,0.5,0.4,0.5
41690,0.9,0.5,0.6,0.7,0.7,0.7
41691,0.6,0.7,0.9,0.9,0.8,0.9
41692,0.6,0.8,1.2,1.1,0.8,0.9
41693,0.2,0.3,0.5,0.5,0.4,0.5
41694,0.4,0.3,0.4,0.5,0.4,0.6
41695,0.4,0.4,0.6,0.6,0.6,0.7
41696,0.3,0.2,0.4,0.4,0.4,0.5
41697,0.3,0.3,0.4,0.5,0.4,0.6
41698,0.4,0.3,0.4,0.5,0.4,0.5
41699,0.4,0.2,0.4,0.4,0.3,0.4
41700,0.3,0.4,0.6,0.6,0.4,0.6
41701,0.4,0.6,1,0.9,0.7,0.8
41702,0.4,0.3,0.5,0.5,0.4,0.5
41703,0.3,0.3,0.4,0.5,0.4,0.5
41704,0.7,0.4,0.5,0.6,0.7,0.5
41705,0.4,0.3,0.5,0.5,0.6,0.4
41706,0.5,0.3,0.5,0.4,0.4,0.5
41707,0.2,0.2,0.3,0.2,0.2,0.3
41708,0.4,0.2,0.3,0.4,0.4,0.4
41709,0.3,0.2,0.4,0.4,0.4,0.5
41710,0.4,0.3,0.4,0.4,0.4,0.5
41711,0.3,0.2,0.3,0.3,0.3,0.4
41712,0.3,0.2,0.4,0.4,0.4,0.5
41713,0.3,0.2,0.3,<Samp,0.4,<Samp
41714,0.3,0.3,0.4,NoData,0.4,NoData
41715,0.5,0.5,0.7,<Samp,0.5,<Samp
41716,0.4,0.3,0.7,0.9,0.5,1
41717,0.4,0.3,0.4,0.5,0.4,0.6
41718,0.5,0.3,0.4,0.5,0.4,0.5
41719,0.6,0.3,0.4,0.4,0.4,0.5
41720,0.3,0.3,0.4,0.4,0.5,0.5
41721,0.3,0.3,0.4,0.5,0.5,0.5
41722,0.5,0.3,0.5,0.6,0.5,0.5
41723,0.5,0.3,0.4,0.5,0.4,0.5
41724,0.4,0.2,0.3,0.4,0.4,0.4
41725,0.4,0.2,0.3,0.4,0.3,0.4
41726,0.5,0.2,0.3,0.4,0.4,0.3
41727,0.5,0.3,0.5,0.5,0.6,0.5
41728,0.2,0.3,0.3,0.3,0.3,0.4
41729,0.3,0.2,0.2,0.3,0.3,0.4
41730,0.4,0.2,0.4,0.4,0.3,0.2
41731,0.4,0.3,0.5,0.5,0.4,0.4
41732,0.3,0.2,0.3,0.3,0.4,0.4
41733,0.3,0.2,0.4,0.4,0.4,0.4
41734,0.3,0.2,0.3,0.4,0.3,0.4
41735,0.3,0.3,0.4,0.4,0.4,0.4
41736,0.6,0.5,0.8,0.8,0.5,0.6
41737,0.5,0.4,0.6,0.5,0.5,0.4
41738,0.4,0.3,0.4,0.5,0.6,0.5
41739,0.5,0.2,0.4,0.4,0.4,0.4
41740,0.4,0.2,0.3,0.4,0.3,0.4
41741,0.4,0.2,0.3,0.4,0.3,0.3
41742,0.3,0.2,0.3,0.4,0.4,0.4
41743,0.4,0.2,0.4,0.5,0.4,0.4
41744,0.5,0.2,0.3,0.4,0.3,0.3
41745,0.4,0.2,0.3,0.4,0.4,0.4
41746,0.3,0.2,0.3,0.4,0.4,0.4
41747,0.3,0.2,0.3,0.4,0.4,0.4
41748,0.3,0.2,0.3,0.3,0.3,0.3
41749,0.2,0.2,0.2,0.2,0.2,0.3
41750,0.3,0.2,0.2,0.4,0.3,0.4
41751,0.2,0.1,0.1,0.2,0.3,0.3
41752,0.4,0.2,0.3,0.4,0.4,0.4
41753,0.4,0.3,0.4,0.4,0.5,0.4
