"סוג: ממוצע, זמן מיצוע: 24 שעות, תקופה: 01/01/2000 00:01 - 08/02/2025 24:00",,,,,,,,,,
,,,,,,,,,,
תאריך ושעה,"ירושלים, רחוב בר אילן","תל אביב-יפו, רחוב יהודה המכבי","בני ברק, רחוב ז'בוטינסקי","בני ברק, כביש 4","ראשון לציון, רחוב הרצל","רעננה, רחוב אחוזה","חיפה, עצמאות חיפה","חיפה, הרצל - בלפור","חיפה, חורב","תל אביב-יפו, רחוב לוינסקי"
24:00 03/11/2010,0.8,1.1,1,1.5,0.9,0.6,NoData,NoData,NoData,NoData
24:00 04/11/2010,0.8,1,1,1.3,0.8,0.7,NoData,NoData,NoData,NoData
24:00 05/11/2010,0.8,1.3,0.6,1.4,1.1,0.8,NoData,NoData,NoData,NoData
24:00 06/11/2010,0.7,1.1,0.8,1.3,1,0.7,NoData,NoData,NoData,NoData
24:00 07/11/2010,1,1.4,0.9,1.4,1.1,0.4,NoData,NoData,NoData,NoData
24:00 08/11/2010,1.1,1.2,0.7,1.4,1,0.4,NoData,NoData,NoData,NoData
24:00 09/11/2010,1.3,1.5,1.3,1.8,1.3,0.6,NoData,NoData,NoData,NoData
24:00 10/11/2010,1.2,1.7,1.1,1.7,1.3,0.5,NoData,NoData,NoData,NoData
24:00 11/11/2010,1.5,1.6,0.6,1.8,1.2,0.2,NoData,NoData,NoData,NoData
24:00 12/11/2010,1.4,1.3,0.9,1.4,1,0,NoData,NoData,NoData,NoData
24:00 13/11/2010,1.2,1.7,1.1,1.7,1.2,0.5,NoData,NoData,NoData,NoData
24:00 14/11/2010,1.3,2.1,1.7,2.2,1.4,1,NoData,NoData,NoData,NoData
24:00 15/11/2010,1.2,1.5,0.6,1.9,1.4,0.8,NoData,NoData,NoData,NoData
24:00 16/11/2010,1,1.5,0.7,1.8,1.2,1,NoData,NoData,NoData,NoData
24:00 17/11/2010,1,1.3,0.9,1.5,1,0.4,NoData,NoData,NoData,NoData
24:00 18/11/2010,1.1,1.3,1,1.5,1.2,0.4,NoData,NoData,NoData,NoData
24:00 19/11/2010,0.9,1.6,1,1.7,1.3,0.3,NoData,NoData,NoData,NoData
24:00 20/11/2010,0.9,1.7,0.9,1.8,1.3,<Samp,NoData,NoData,NoData,NoData
24:00 21/11/2010,1.1,1.2,0.7,1.4,1,0.1,NoData,NoData,NoData,NoData
24:00 22/11/2010,0.9,1,1.1,1.4,1.1,0.4,NoData,NoData,NoData,NoData
24:00 23/11/2010,1.2,1.1,1.1,1.4,1.1,0.6,NoData,NoData,NoData,NoData
24:00 24/11/2010,1.3,1.3,0.9,1.7,1.2,0.4,NoData,NoData,NoData,NoData
24:00 25/11/2010,1.6,1.5,1.1,1.7,1.3,0.4,NoData,NoData,NoData,NoData
24:00 26/11/2010,1.2,1.5,0.9,1.6,1.3,0.2,NoData,NoData,NoData,NoData
24:00 27/11/2010,0.8,1.6,1.1,2,1.5,0.5,NoData,NoData,NoData,NoData
24:00 28/11/2010,1.1,1.7,<Samp,1.8,1.3,0.3,NoData,NoData,NoData,NoData
24:00 29/11/2010,1,2.2,1.6,2.6,1.7,1.2,NoData,NoData,NoData,NoData
24:00 30/11/2010,1.6,2.3,<Samp,2.3,1.8,1.2,NoData,NoData,NoData,NoData
24:00 01/12/2010,1.2,2.3,<Samp,2.6,1.9,0.3,NoData,NoData,NoData,NoData
24:00 02/12/2010,0.9,2.1,1.4,2.8,1.6,<Samp,NoData,NoData,NoData,NoData
24:00 03/12/2010,0.7,2,1.6,1.9,1.3,0.3,NoData,NoData,NoData,NoData
24:00 04/12/2010,0.8,2.2,<Samp,2.1,1.2,0.3,NoData,NoData,NoData,NoData
24:00 05/12/2010,1,1.7,<Samp,1.9,1.3,0.5,NoData,NoData,NoData,NoData
24:00 06/12/2010,0.9,0.9,<Samp,1.1,0.9,0.4,NoData,NoData,NoData,NoData
24:00 07/12/2010,1.1,1.3,1.4,1.5,1.1,0.7,NoData,NoData,NoData,NoData
24:00 08/12/2010,1.1,1.4,0.9,1.5,1.1,0.2,NoData,NoData,NoData,NoData
24:00 09/12/2010,1.2,1.5,1.2,1.7,1.3,0.6,NoData,NoData,NoData,NoData
24:00 10/12/2010,1,1.2,<Samp,1.3,0.9,0.3,NoData,NoData,NoData,NoData
24:00 11/12/2010,0.7,0.8,0.9,0.8,0.6,<Samp,NoData,NoData,NoData,NoData
24:00 12/12/2010,0.7,0.8,1,0.9,0.7,NoData,NoData,NoData,NoData,NoData
24:00 13/12/2010,0.9,1,1.3,1.3,1,<Samp,NoData,NoData,NoData,NoData
24:00 14/12/2010,1.4,1.4,1.7,1.6,1.5,1.1,NoData,NoData,NoData,NoData
24:00 15/12/2010,1.5,2,1.9,2.4,1.5,0.7,NoData,NoData,NoData,NoData
24:00 16/12/2010,1.8,1.7,1.3,2.5,1.4,0.5,NoData,NoData,NoData,NoData
24:00 17/12/2010,0.9,1.1,<Samp,1.8,1.1,0.2,NoData,NoData,NoData,NoData
24:00 18/12/2010,0.9,0.9,1,1.2,1,0.2,NoData,NoData,NoData,NoData
24:00 19/12/2010,1.2,1.2,1,1.7,1.2,0.5,NoData,NoData,NoData,NoData
24:00 20/12/2010,0.9,1.2,1,1.6,1.3,<Samp,NoData,NoData,NoData,NoData
24:00 21/12/2010,0.9,1.2,0.9,1.5,1.3,0.5,NoData,NoData,NoData,NoData
24:00 22/12/2010,1.2,1.2,0.9,1.7,1.5,0.6,NoData,NoData,NoData,NoData
24:00 23/12/2010,<Samp,1.7,1.2,2,1.5,0.9,NoData,NoData,NoData,NoData
24:00 24/12/2010,NoData,1.5,0.7,1.5,1.1,0.2,NoData,NoData,NoData,NoData
24:00 25/12/2010,NoData,1.1,0.6,1.5,1,0.3,NoData,NoData,NoData,NoData
24:00 26/12/2010,<Samp,1.6,1.2,2,1.4,0.1,NoData,NoData,NoData,NoData
24:00 27/12/2010,0.8,1,1.3,1.5,1,0.4,NoData,NoData,NoData,NoData
24:00 28/12/2010,0.9,1.5,1.6,1.4,1,0.5,NoData,NoData,NoData,NoData
24:00 29/12/2010,<Samp,1.4,1.2,1.7,1.1,0.6,NoData,NoData,NoData,NoData
24:00 30/12/2010,1,1.1,0.9,1.6,1.1,0.5,NoData,NoData,NoData,NoData
24:00 31/12/2010,0.8,1,0.8,1.3,1,0.5,NoData,NoData,NoData,NoData
24:00 01/01/2011,0.8,0.9,1,1.2,0.8,0.4,NoData,NoData,NoData,NoData
24:00 02/01/2011,1,1.2,1,1.5,1.3,0.5,NoData,NoData,NoData,NoData
24:00 03/01/2011,1.1,1.2,1.2,1.7,1.2,0.6,NoData,NoData,NoData,NoData
24:00 04/01/2011,0.9,1,0.9,1.4,1.1,0.2,NoData,NoData,NoData,NoData
24:00 05/01/2011,0.9,1,1.2,1.5,1,0.4,NoData,NoData,NoData,NoData
24:00 06/01/2011,1,1.3,1.3,1.6,1.3,0.8,NoData,NoData,NoData,NoData
24:00 07/01/2011,1,1.3,0.4,1.4,1,<Samp,NoData,NoData,NoData,NoData
24:00 08/01/2011,0.7,0.9,0.8,1.2,0.9,0.3,NoData,NoData,NoData,NoData
24:00 09/01/2011,1,1,1.1,1.4,1,0.5,NoData,NoData,NoData,NoData
24:00 10/01/2011,1.1,0.9,0.8,1.4,1.1,0.2,NoData,NoData,NoData,NoData
24:00 11/01/2011,1.3,1.3,1.3,1.6,1.2,0.8,NoData,NoData,NoData,NoData
24:00 12/01/2011,1,1.1,1,1.6,1.2,0.6,NoData,NoData,NoData,NoData
24:00 13/01/2011,0.8,1.2,0.7,1.5,1.1,0.6,NoData,NoData,NoData,NoData
24:00 14/01/2011,0.8,1.2,0.4,1.4,1,0.7,NoData,NoData,NoData,NoData
24:00 15/01/2011,0.8,0.8,0.6,1.2,0.8,0.6,NoData,NoData,NoData,NoData
24:00 16/01/2011,1,0.9,1,1.4,1,0.5,NoData,NoData,NoData,NoData
24:00 17/01/2011,1,1.2,1.3,1.8,1.2,0.6,NoData,NoData,NoData,NoData
24:00 18/01/2011,0.9,1,0.9,1.4,1,0.3,NoData,NoData,NoData,NoData
24:00 19/01/2011,1.1,1.2,1.2,1.7,1.1,0.5,NoData,NoData,NoData,NoData
24:00 20/01/2011,1.1,1.2,1.2,1.6,1.2,0.3,NoData,NoData,NoData,NoData
24:00 21/01/2011,0.8,1.1,1,1.6,0.9,0.2,NoData,NoData,NoData,NoData
24:00 22/01/2011,0.8,1.8,0.5,1.6,1.2,0.6,NoData,NoData,NoData,NoData
24:00 23/01/2011,1.2,1.4,0.8,1.6,1.2,0.4,NoData,NoData,NoData,NoData
24:00 24/01/2011,1.3,1.4,1.2,1.6,1.2,0.4,NoData,NoData,NoData,NoData
24:00 25/01/2011,1.1,1.3,0.9,1.7,1.2,0.4,NoData,NoData,NoData,NoData
24:00 26/01/2011,1,0.9,1.3,1.6,1.1,0.5,NoData,NoData,NoData,NoData
24:00 27/01/2011,0.9,0.9,0.7,1.2,1,0.2,NoData,NoData,NoData,NoData
24:00 28/01/2011,0.9,1,1.1,1.3,1,0.3,NoData,NoData,NoData,NoData
24:00 29/01/2011,0.7,0.9,0.6,1,0.9,0.1,NoData,NoData,NoData,NoData
24:00 30/01/2011,0.8,0.9,1,1.1,0.9,0.6,NoData,NoData,NoData,NoData
24:00 31/01/2011,0.8,0.8,1.1,1,0.8,0.6,NoData,NoData,NoData,NoData
24:00 01/02/2011,0.9,0.9,1.2,1.4,1,0.7,NoData,NoData,NoData,NoData
24:00 02/02/2011,1,1,1.1,1.4,1,0.5,NoData,NoData,NoData,NoData
24:00 03/02/2011,1.1,1.1,1.1,1.7,1.1,0.3,NoData,NoData,NoData,NoData
24:00 04/02/2011,0.9,1.2,1.1,1.5,1.2,0.7,NoData,NoData,NoData,NoData
24:00 05/02/2011,0.8,0.9,1,1.2,0.9,0.4,NoData,NoData,NoData,NoData
24:00 06/02/2011,1,<Samp,1.1,1.5,1,0.4,NoData,NoData,NoData,NoData
24:00 07/02/2011,1,<Samp,1.1,1.6,1.2,0.5,NoData,NoData,NoData,NoData
24:00 08/02/2011,1.1,1.1,0.9,1.5,1,0.2,NoData,NoData,NoData,NoData
24:00 09/02/2011,1,1.1,1,1.4,0.9,0.3,NoData,NoData,NoData,NoData
24:00 10/02/2011,0.9,1,1.2,1.5,1.1,0.5,NoData,NoData,NoData,NoData
24:00 11/02/2011,0.8,1,1.1,1.2,<Samp,0.5,NoData,NoData,NoData,NoData
24:00 12/02/2011,0.8,1,0.8,1.3,NoData,0.2,NoData,NoData,NoData,NoData
24:00 13/02/2011,1,0.9,1.2,1.3,NoData,0.3,NoData,NoData,NoData,NoData
24:00 14/02/2011,1.1,0.9,1,1.3,NoData,0.4,NoData,NoData,NoData,NoData
24:00 15/02/2011,0.9,1,1.1,1.3,<Samp,0.5,NoData,NoData,NoData,NoData
24:00 16/02/2011,0.8,0.9,0.9,1,0.5,0.3,NoData,NoData,NoData,NoData
24:00 17/02/2011,0.9,1,1,1.2,1,0.8,NoData,NoData,NoData,NoData
24:00 18/02/2011,1.1,1.1,0.7,1.4,1,0.2,NoData,NoData,NoData,NoData
24:00 19/02/2011,0.7,1,0.5,1.3,1.1,0.1,NoData,NoData,NoData,NoData
24:00 20/02/2011,<Samp,0.9,0.8,1,0.8,0.3,NoData,NoData,NoData,NoData
24:00 21/02/2011,<Samp,1,1,1.2,1,0.6,NoData,NoData,NoData,NoData
24:00 22/02/2011,NoData,1,1,1.3,1,0.4,NoData,NoData,NoData,NoData
24:00 23/02/2011,<Samp,1.4,<Samp,1.6,1.1,0.5,NoData,NoData,NoData,NoData
24:00 24/02/2011,1.3,1,<Samp,1.3,1,0.1,NoData,NoData,NoData,NoData
24:00 25/02/2011,1,1.1,0.2,1.3,1,0.4,NoData,NoData,NoData,NoData
24:00 26/02/2011,0.8,0.9,0.1,1.1,0.9,0.5,NoData,NoData,NoData,NoData
24:00 27/02/2011,1,1,0.2,1.3,1,0.4,NoData,NoData,NoData,NoData
24:00 28/02/2011,1,1,0.2,1.4,1,0.4,NoData,NoData,NoData,NoData
24:00 01/03/2011,1,1,0.2,1.3,1,0.3,NoData,NoData,NoData,NoData
24:00 02/03/2011,1.1,1.1,0.2,1.4,1,0.1,NoData,NoData,NoData,NoData
24:00 03/03/2011,1.2,1,0.2,1.4,1,0.6,NoData,NoData,NoData,NoData
24:00 04/03/2011,0.9,1.1,0.2,1.3,1.1,0.5,NoData,NoData,NoData,NoData
24:00 05/03/2011,0.9,1.1,0.2,1.3,0.9,0.1,NoData,NoData,NoData,NoData
24:00 06/03/2011,1.1,1.1,0.3,1.4,1,0.4,NoData,NoData,NoData,NoData
24:00 07/03/2011,0.9,0.9,0.1,1,0.9,0.3,NoData,NoData,NoData,NoData
24:00 08/03/2011,0.9,0.9,0.2,1.2,0.9,0.4,NoData,NoData,NoData,NoData
24:00 09/03/2011,0.8,0.9,0.2,1,0.8,0.2,NoData,NoData,NoData,NoData
24:00 10/03/2011,0.8,0.8,0.2,<Samp,0.9,0.5,NoData,NoData,NoData,NoData
24:00 11/03/2011,0.8,0.9,0.2,NoData,0.9,0.5,NoData,NoData,NoData,NoData
24:00 12/03/2011,0.9,1,0.2,NoData,0.9,0.3,NoData,NoData,NoData,NoData
24:00 13/03/2011,1.1,1.2,0.4,NoData,1.1,0.2,NoData,NoData,NoData,NoData
24:00 14/03/2011,1.1,1.2,0.4,NoData,1,0.3,NoData,NoData,NoData,NoData
24:00 15/03/2011,1,1.1,0.2,NoData,1,0.2,NoData,NoData,NoData,NoData
24:00 16/03/2011,1,1.1,0.6,NoData,1,0.3,NoData,NoData,NoData,NoData
24:00 17/03/2011,1,1.4,0.9,NoData,1.1,0.5,NoData,NoData,NoData,NoData
24:00 18/03/2011,1.1,1.3,0.8,NoData,1.1,0.1,NoData,NoData,NoData,NoData
24:00 19/03/2011,0.9,1,0.2,NoData,0.9,0.2,NoData,NoData,NoData,NoData
24:00 20/03/2011,1,1.1,0.4,NoData,1,0.5,NoData,NoData,NoData,NoData
24:00 21/03/2011,1,0.9,0.4,NoData,0.8,0.3,NoData,NoData,NoData,NoData
24:00 22/03/2011,0.8,0.9,NoData,NoData,0.8,0.5,NoData,NoData,NoData,NoData
24:00 23/03/2011,0.8,0.9,0.3,NoData,0.8,0.5,NoData,NoData,NoData,NoData
24:00 24/03/2011,0.9,0.9,0.2,NoData,0.9,0.4,NoData,NoData,NoData,NoData
24:00 25/03/2011,0.8,0.9,0.2,NoData,0.8,0.4,NoData,NoData,NoData,NoData
24:00 26/03/2011,0.8,0.9,0.1,NoData,0.8,0.2,NoData,NoData,NoData,NoData
24:00 27/03/2011,1.2,1,0.3,NoData,1.1,0.4,NoData,NoData,NoData,NoData
24:00 28/03/2011,0.9,1,1.1,NoData,0.9,0.7,NoData,NoData,NoData,NoData
24:00 29/03/2011,1,0.9,0.9,NoData,0.9,0.2,NoData,NoData,NoData,NoData
24:00 30/03/2011,1.1,1,0.5,NoData,1,0.4,NoData,NoData,NoData,NoData
24:00 31/03/2011,1.2,1.4,0.8,NoData,1,0.6,NoData,NoData,NoData,NoData
24:00 01/04/2011,1.1,1.3,0.8,NoData,0.5,0.2,NoData,NoData,NoData,NoData
24:00 02/04/2011,0.8,0.9,0.4,NoData,0.2,0.1,NoData,NoData,NoData,NoData
24:00 03/04/2011,1,1,0.5,1.3,0.3,0.5,NoData,NoData,NoData,NoData
24:00 04/04/2011,0.8,0.9,0.5,1.3,0.3,0.5,NoData,NoData,NoData,NoData
24:00 05/04/2011,0.8,1,0.6,1.3,0.3,0.4,NoData,NoData,NoData,NoData
24:00 06/04/2011,0.9,1.1,0.6,1.3,0.4,0.4,NoData,NoData,NoData,NoData
24:00 07/04/2011,1.1,1,0.5,1.3,0.3,0.3,NoData,NoData,NoData,NoData
24:00 08/04/2011,0.9,1,0.5,1.2,0.3,0.4,NoData,NoData,NoData,NoData
24:00 09/04/2011,0.7,0.9,0.2,1.1,0.3,0.3,NoData,NoData,NoData,NoData
24:00 10/04/2011,0.9,0.9,0.5,<Samp,0.4,0.4,NoData,NoData,NoData,NoData
24:00 11/04/2011,0.8,0.9,0.4,<Samp,0.3,0.3,NoData,NoData,NoData,NoData
24:00 12/04/2011,0.8,0.8,0.3,1,0.2,0.3,NoData,NoData,NoData,NoData
24:00 13/04/2011,0.9,0.9,0.4,1.2,0.3,0.4,NoData,NoData,NoData,NoData
24:00 14/04/2011,1.2,1.1,0.6,1.6,0.5,0.6,NoData,NoData,NoData,NoData
24:00 15/04/2011,1.1,1,0.5,1.2,0.3,0.2,NoData,NoData,NoData,NoData
24:00 16/04/2011,0.9,1.2,0.5,1.3,0.3,0.4,NoData,NoData,NoData,NoData
24:00 17/04/2011,1.5,1.2,0.9,1.5,0.4,0.6,NoData,NoData,NoData,NoData
24:00 18/04/2011,1,1.1,0.5,1.2,0.2,0.1,NoData,NoData,NoData,NoData
24:00 19/04/2011,0.8,1,0.3,1.1,0.2,0.3,NoData,NoData,NoData,NoData
24:00 20/04/2011,0.8,1,0.3,1.1,0.2,0.4,NoData,NoData,NoData,NoData
24:00 21/04/2011,0.8,1,0.4,1.1,0.2,0.4,NoData,NoData,NoData,NoData
24:00 22/04/2011,0.8,1,0.3,1,0.2,0.3,NoData,NoData,NoData,NoData
24:00 23/04/2011,0.8,1,0.3,1,0.2,0.3,NoData,NoData,NoData,NoData
24:00 24/04/2011,0.9,1,0.4,1.1,0.2,0.4,NoData,NoData,NoData,NoData
24:00 25/04/2011,0.7,1,0.3,1.1,0.2,0.3,NoData,NoData,NoData,NoData
24:00 26/04/2011,0.9,1,0.5,1.2,0.2,0.3,NoData,NoData,NoData,NoData
24:00 27/04/2011,<Samp,1.1,0.6,1.4,0.4,0.6,NoData,NoData,NoData,NoData
24:00 28/04/2011,0.6,1.2,0.9,1.5,0.6,0.4,NoData,NoData,NoData,NoData
24:00 29/04/2011,0.3,0.9,0.5,1,0.1,0.4,NoData,NoData,NoData,NoData
24:00 30/04/2011,0.2,0.8,0.4,0.9,0.1,0.3,NoData,NoData,NoData,NoData
24:00 01/05/2011,0.4,0.9,0.5,1.1,0.2,0.5,NoData,NoData,NoData,NoData
24:00 02/05/2011,0.4,1,0.6,1.2,0.1,0.5,NoData,NoData,NoData,NoData
24:00 03/05/2011,0.5,0.9,0.6,1.2,0.3,0.4,NoData,NoData,NoData,NoData
24:00 04/05/2011,0.7,1.4,1,1.5,0.5,0.5,NoData,NoData,NoData,NoData
24:00 05/05/2011,<Samp,0.9,0.6,1.2,0.3,0.1,NoData,NoData,NoData,NoData
24:00 06/05/2011,NoData,0.8,0.5,0.9,0.1,0.3,NoData,NoData,NoData,NoData
24:00 07/05/2011,NoData,0.8,0.5,0.9,0.2,0.3,NoData,NoData,NoData,NoData
24:00 08/05/2011,<Samp,0.8,0.6,1.1,0.2,0.4,NoData,NoData,NoData,NoData
24:00 09/05/2011,0.5,0.9,0.6,1.2,0.2,0.3,NoData,NoData,NoData,NoData
24:00 10/05/2011,0.5,0.9,0.6,1.1,0.2,0.3,NoData,NoData,NoData,NoData
24:00 11/05/2011,0.5,0.9,0.3,1.2,0.3,0.3,NoData,NoData,NoData,NoData
24:00 12/05/2011,0.5,0.9,0.2,1,0.2,0.4,NoData,NoData,NoData,NoData
24:00 13/05/2011,0.4,0.8,0.1,1,0.2,0.3,NoData,NoData,NoData,NoData
24:00 14/05/2011,0.4,0.8,0,1,0.2,0.3,NoData,NoData,NoData,NoData
24:00 15/05/2011,0.6,0.9,0.2,1.1,0.2,0.4,NoData,NoData,NoData,NoData
24:00 16/05/2011,0.7,0.9,0.2,1.2,0.3,0.5,NoData,NoData,NoData,NoData
24:00 17/05/2011,0.6,0.9,0.4,1.3,0.3,0.5,NoData,NoData,NoData,NoData
24:00 18/05/2011,0.7,1.2,0.5,1.2,0.2,0.4,NoData,NoData,NoData,NoData
24:00 19/05/2011,0.5,1,0.5,1.3,0.3,0.3,NoData,NoData,NoData,NoData
24:00 20/05/2011,0.6,1.1,NoData,1.4,0.4,0.4,NoData,NoData,NoData,NoData
24:00 21/05/2011,0.5,0.9,NoData,1.4,0.3,0.5,NoData,NoData,NoData,NoData
24:00 22/05/2011,0.6,1.1,NoData,1.6,0.4,0.2,NoData,NoData,NoData,NoData
24:00 23/05/2011,0.5,0.9,NoData,1.1,0.2,0.4,NoData,NoData,NoData,NoData
24:00 24/05/2011,0.5,0.9,<Samp,1.1,0.3,0.4,NoData,NoData,NoData,NoData
24:00 25/05/2011,0.6,1,0.2,1.2,0.3,0.5,NoData,NoData,NoData,NoData
24:00 26/05/2011,0.6,1.2,0.3,1.2,0.4,0.4,NoData,NoData,NoData,NoData
24:00 27/05/2011,0.4,1.2,0.3,0.9,0.3,0.3,NoData,NoData,NoData,NoData
24:00 28/05/2011,0.3,0.9,0.1,0.7,0.1,0.3,NoData,NoData,NoData,NoData
24:00 29/05/2011,0.5,0.9,0.3,0.8,0.2,0.5,NoData,NoData,NoData,NoData
24:00 30/05/2011,0.5,0.8,0.3,0.8,0.2,0.4,NoData,NoData,NoData,NoData
24:00 31/05/2011,0.5,0.9,0.3,0.6,0.2,0.4,NoData,NoData,NoData,NoData
24:00 01/06/2011,0.5,0.9,0.4,0.5,0.2,0.4,NoData,NoData,NoData,NoData
24:00 02/06/2011,0.6,0.9,0.4,0.5,0.2,0.4,NoData,NoData,NoData,NoData
24:00 03/06/2011,0.5,0.9,0.5,0.5,0.2,0.3,NoData,NoData,NoData,NoData
24:00 04/06/2011,0.4,0.8,0.4,0.4,0.1,0.3,NoData,NoData,NoData,NoData
24:00 05/06/2011,0.7,0.8,0.6,0.5,0.2,0.4,NoData,NoData,NoData,NoData
24:00 06/06/2011,0.6,0.9,1.1,0.5,0.2,0.3,NoData,NoData,NoData,NoData
24:00 07/06/2011,0.5,0.9,0.6,0.5,0.3,0.3,NoData,NoData,NoData,NoData
24:00 08/06/2011,0.3,0.9,0.6,0.3,0.3,0.3,NoData,NoData,NoData,NoData
24:00 09/06/2011,0.5,0.9,0.8,0.3,1,0.4,NoData,NoData,NoData,NoData
24:00 10/06/2011,0.4,0.9,0.8,0.3,0.3,0.4,NoData,NoData,NoData,NoData
24:00 11/06/2011,0.3,1,0.6,0.1,0.2,0.3,NoData,NoData,NoData,NoData
24:00 12/06/2011,0.4,1,0.7,0.2,0.3,0.4,NoData,NoData,NoData,NoData
24:00 13/06/2011,<Samp,0.9,0.7,0.1,0.2,0.4,NoData,NoData,NoData,NoData
24:00 14/06/2011,<Samp,0.9,0.8,0.2,0.2,0.5,NoData,NoData,NoData,NoData
24:00 15/06/2011,0.6,1,0.8,0.2,0.3,0.5,NoData,NoData,NoData,NoData
24:00 16/06/2011,0.6,0.9,0.8,0.2,0.3,1,NoData,NoData,NoData,NoData
24:00 17/06/2011,0.5,0.9,0.8,0.2,0.2,0.5,NoData,NoData,NoData,NoData
24:00 18/06/2011,0.3,1,0.7,0.1,0.1,0.5,NoData,NoData,NoData,NoData
24:00 19/06/2011,0.4,1.1,0.8,0.2,0.2,0.6,NoData,NoData,NoData,NoData
24:00 20/06/2011,0.5,0.9,0.9,0.3,<Samp,0.6,NoData,NoData,NoData,NoData
24:00 21/06/2011,0.4,1,0.9,0.4,0.3,0.6,NoData,NoData,NoData,NoData
24:00 22/06/2011,0.6,1,0.7,0.5,0.3,0.6,NoData,NoData,NoData,NoData
24:00 23/06/2011,0.6,1,0.7,0.5,0.3,0.7,NoData,NoData,NoData,NoData
24:00 24/06/2011,0.5,1,0.6,0.4,0.3,0.6,NoData,NoData,NoData,NoData
24:00 25/06/2011,0.4,1,0.5,0.4,0.2,0.6,NoData,NoData,NoData,NoData
24:00 26/06/2011,0.7,1.1,0.7,0.4,0.3,0.6,NoData,NoData,NoData,NoData
24:00 27/06/2011,0.3,1,0.7,0.4,0.3,0.6,NoData,NoData,NoData,NoData
24:00 28/06/2011,<Samp,1,0.7,0.3,0.2,0.6,NoData,NoData,NoData,NoData
24:00 29/06/2011,<Samp,0.9,0.6,0.2,0.2,0.6,NoData,NoData,NoData,NoData
24:00 30/06/2011,0.5,0.8,0.6,0.3,0.2,0.6,NoData,NoData,NoData,NoData
24:00 01/07/2011,0.5,0.8,0.6,0.3,0.2,0.6,NoData,NoData,NoData,NoData
24:00 02/07/2011,0.4,0.9,0.6,0.3,0.2,0.5,NoData,NoData,NoData,NoData
24:00 03/07/2011,0.6,1,0.9,0.4,0.3,0.6,NoData,NoData,NoData,NoData
24:00 04/07/2011,0.5,1.1,0.8,0.4,0.3,0.6,NoData,NoData,NoData,NoData
24:00 05/07/2011,0.5,1,0.8,0.4,0.3,0.7,NoData,NoData,NoData,NoData
24:00 06/07/2011,0.5,<Samp,0.8,0.4,0.3,0.6,NoData,NoData,NoData,NoData
24:00 07/07/2011,0.5,<Samp,0.7,0.5,0.3,0.6,NoData,NoData,NoData,NoData
24:00 08/07/2011,0.4,<Samp,0.7,0.4,0.3,0.6,NoData,NoData,NoData,NoData
24:00 09/07/2011,-1,<Samp,0.6,0.4,0.3,0.6,NoData,NoData,NoData,NoData
24:00 10/07/2011,0.5,<Samp,0.7,0.5,0.4,0.7,NoData,NoData,NoData,NoData
24:00 11/07/2011,0.4,<Samp,0.8,0.5,0.3,0.8,NoData,NoData,NoData,NoData
24:00 12/07/2011,0.5,<Samp,0.8,0.5,0.4,0.7,NoData,NoData,NoData,NoData
24:00 13/07/2011,0.5,<Samp,0.8,0.5,0.3,0.7,NoData,NoData,NoData,NoData
24:00 14/07/2011,<Samp,<Samp,0.8,0.5,0.4,0.7,NoData,NoData,NoData,NoData
24:00 15/07/2011,0.4,<Samp,0.8,0.5,0.4,0.8,NoData,NoData,NoData,NoData
24:00 16/07/2011,0.3,<Samp,0.6,0.3,0.3,0.7,NoData,NoData,NoData,NoData
24:00 17/07/2011,0.6,<Samp,0.7,0.4,0.3,0.8,NoData,NoData,NoData,NoData
24:00 18/07/2011,0.3,<Samp,0.6,0.4,0.3,0.8,NoData,NoData,NoData,NoData
24:00 19/07/2011,0.5,<Samp,0.6,0.4,0.3,0.8,NoData,NoData,NoData,NoData
24:00 20/07/2011,0.4,<Samp,0.7,0.4,0.4,0.8,NoData,NoData,NoData,NoData
24:00 21/07/2011,0.3,1.1,0.7,0.5,0.4,0.9,NoData,NoData,NoData,NoData
24:00 22/07/2011,0.3,1.3,0.6,0.3,0.3,0.8,NoData,NoData,NoData,NoData
24:00 23/07/2011,0.2,1.2,0.5,0.2,0.2,0.7,NoData,NoData,NoData,NoData
24:00 24/07/2011,0.6,1.2,0.6,0.4,0.3,0.8,NoData,NoData,NoData,NoData
24:00 25/07/2011,0.6,1.2,0.7,0.5,<Samp,0.8,NoData,NoData,NoData,NoData
24:00 26/07/2011,0.6,0.7,0.4,0.4,0.3,0.3,NoData,NoData,NoData,NoData
24:00 27/07/2011,0.5,0.3,0.2,0.3,0.3,-0.1,NoData,NoData,NoData,NoData
24:00 28/07/2011,0.7,0.1,0.2,0.4,0.3,-0.1,NoData,NoData,NoData,NoData
24:00 29/07/2011,0.5,0.2,0,0.4,0.3,-0.2,NoData,NoData,NoData,NoData
24:00 30/07/2011,0.3,0.3,0.1,0.4,0.2,-0.2,NoData,NoData,NoData,NoData
24:00 31/07/2011,0.8,0.3,0.2,<Samp,0.4,-0.1,NoData,NoData,NoData,NoData
24:00 01/08/2011,0.7,0.3,0.2,0.5,0.3,-0.1,NoData,NoData,NoData,NoData
24:00 02/08/2011,0.6,0.3,0.2,<Samp,0.3,-0.1,NoData,NoData,NoData,NoData
24:00 03/08/2011,0.6,0.3,0.1,0.5,0.2,-0.1,NoData,NoData,NoData,NoData
24:00 04/08/2011,1.2,0.3,0.2,0.5,0.3,-0.1,NoData,NoData,NoData,NoData
